node_id,timestamp,u,velocity_norm
1,0.01,-0.1260767208028029,0.0
1,0.02,-0.17750028470914908,0.025934437765745916
1,0.03,-0.227067085682333,0.05202312550852458
1,0.04,-0.227067085682333,0.07787309359233141
1,0.05,-0.3264085341572026,0.10449635273128861
1,0.060000000000000005,-0.3756837893577416,0.1315551498371519
1,0.07,-0.4242489107776579,0.1591194372616203
1,0.08,-0.4242489107776579,0.18655095898697108
1,0.09,-0.5198964342642342,0.21526737694766562
1,0.09999999999999999,-0.5198964342642342,0.2438869382668091
1,0.10999999999999999,-0.5644415842785164,0.2730004764512631
1,0.11999999999999998,-0.6497056807944483,0.30362303824515213
1,0.12999999999999998,-0.6887718148099138,0.3341635096394609
1,0.13999999999999999,-0.7257977590055439,0.3660467536994035
1,0.15,-0.7257977590055439,0.39783388251966245
1,0.16,-0.794207759230272,0.43089091222712617
1,0.17,-0.794207759230272,0.46383036636222896
1,0.18000000000000002,-0.8533247011524943,0.4971673807139377
1,0.19000000000000003,-0.8801010402339845,0.5316549184150985
1,0.20000000000000004,-0.8801010402339845,0.5659862007798394
1,0.21000000000000005,-0.90516132453713,0.6005958599363193
1,0.22000000000000006,-0.9489759687724829,0.6360987446181655
1,0.23000000000000007,-0.968377162709486,0.6718442825574413
1,0.24000000000000007,-0.968377162709486,0.7073823625231256
1,0.25000000000000006,-0.9859020265206502,0.7429966297054754
1,0.26000000000000006,-1.0160876930845448,0.7787365310220113
1,0.2700000000000001,-1.0293131609676782,0.814937013259532
1,0.2800000000000001,-1.0293131609676782,0.8508905377774655
1,0.2900000000000001,-1.0515801064991903,0.8870580014554803
1,0.3000000000000001,-1.0515801064991903,0.9229636834764066
1,0.3100000000000001,-1.0609610811955341,0.9586997987197428
1,0.3200000000000001,-1.0769575610384299,0.9945562759778513
1,0.3300000000000001,-1.0769575610384299,1.0301349980440304
1,0.34000000000000014,-1.0895653335585525,1.0656411022852124
1,0.35000000000000014,-1.0947151273243023,1.1008623994009743
1,0.36000000000000015,-1.0990700613715516,1.1357823996616154
1,0.37000000000000016,-1.103041553822568,1.1705874506227854
1,0.38000000000000017,-1.1063432598210294,1.205120977271483
1,0.3900000000000002,-1.1091478652338103,1.2393674534404946
1,0.4000000000000002,-1.1114840092226468,1.2733125297623058
1,0.4100000000000002,-1.1133885510206778,1.3069432797733977
1,0.4200000000000002,-1.114805653527609,1.3402814767138764
1,0.4300000000000002,-1.1160926016100927,1.3732504751953873
1,0.4400000000000002,-1.1160926016100927,1.4059283450107465
1,0.45000000000000023,-1.1167446542655444,1.4381760562212464
1,0.46000000000000024,-1.117733860148897,1.4700881711455966
1,0.47000000000000025,-1.1178330478407226,1.5016380908728815
1,0.48000000000000026,-1.117825603759361,1.5328247126304122
